30.65508,-82.45039,306.8,0.6,0.5,4/22/17,636,N,nominal,1.0NRT,289.1,1.2,NUnknown City,Georgia,United States of America
30.65453,-82.4444,298.9,0.6,0.5,4/22/17,636,N,nominal,1.0NRT,288.6,0.8,NUnknown City,Georgia,United States of America
30.6525,-82.47493,310.4,0.6,0.5,4/22/17,636,N,nominal,1.0NRT,289.2,1.7,NUnknown City,Georgia,United States of America
30.61557,-82.33564,308.6,0.6,0.5,4/22/17,636,N,nominal,1.0NRT,288.5,1.9,NUnknown City,Georgia,United States of America
30.94198,-88.01466,317.6,0.6,0.7,4/22/17,636,N,nominal,1.0NRT,288.5,2.9,NUnknown City,Alabama,United States of America
30.94413,-88.01031,309.3,0.6,0.7,4/22/17,636,N,nominal,1.0NRT,288.1,1.4,NUnknown City,Alabama,United States of America
30.93783,-88.01729,308.1,0.6,0.7,4/22/17,636,N,nominal,1.0NRT,287.6,2.4,NUnknown City,Alabama,United States of America
30.61669,-83.69621,304.1,0.3,0.6,4/22/17,636,N,nominal,1.0NRT,288.4,0.7,NUnknown City,Florida,United States of America
30.61181,-83.70042,299.5,0.3,0.6,4/22/17,636,N,nominal,1.0NRT,287.9,0.5,NUnknown City,Florida,United States of America
30.60664,-83.70102,303.7,0.3,0.6,4/22/17,636,N,nominal,1.0NRT,288.7,0.5,NUnknown City,Florida,United States of America
30.60635,-83.69741,301.9,0.3,0.6,4/22/17,636,N,nominal,1.0NRT,288.4,0.5,NUnknown City,Florida,United States of America
30.34036,-88.48752,304.3,0.6,0.7,4/22/17,636,N,nominal,1.0NRT,289.8,2.6,NUnknown City,Mississippi,United States of America
28.69532,-80.72833,325.1,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.4,2.3,NUnknown City,Florida,United States of America
28.69579,-80.73272,300,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.8,2.3,NUnknown City,Florida,United States of America
28.69111,-80.72894,343,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,291.3,2.3,NUnknown City,Florida,United States of America
28.69158,-80.73332,303,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.1,2.3,NUnknown City,Florida,United States of America
28.69065,-80.72454,303.6,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,290.1,1.1,NUnknown City,Florida,United States of America
28.68737,-80.73393,322,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,290.4,1.5,NUnknown City,Florida,United States of America
28.68691,-80.72955,308.3,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.4,1.5,NUnknown City,Florida,United States of America
28.68502,-80.75211,316.7,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,290,1.7,NUnknown City,Florida,United States of America
28.68316,-80.73454,306.1,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.2,1.5,NUnknown City,Florida,United States of America
28.69112,-80.73118,332.5,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.7,2.8,NUnknown City,Florida,United States of America
28.69063,-80.7268,328.3,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,291.1,2.8,NUnknown City,Florida,United States of America
